3827609827.147,4.275,1.522,5.283,1.768,17.980,18.518,18.899,17.791,16.712,15.256,13.181,14.168
3827609827.157,0.000,2.004,2.038,0.000,17.980,18.518,18.899,17.791,16.712,15.256,13.181,14.168
3827609827.167,3.345,2.188,1.550,0.000,17.935,18.481,18.843,17.910,16.919,15.306,13.126,14.054
3827609827.177,0.691,2.288,2.524,0.000,17.935,18.481,18.843,17.910,16.919,15.306,13.126,14.054
3827609827.187,4.153,2.050,2.188,0.000,17.937,18.500,18.900,17.839,16.743,15.221,13.166,14.161
3827609827.197,4.724,1.587,2.253,0.000,17.937,18.500,18.900,17.839,16.743,15.221,13.166,14.161
3827609827.207,4.967,1.656,2.470,0.000,17.978,18.535,18.883,17.777,16.683,15.286,13.152,14.226
3827609827.217,4.124,1.831,2.962,0.000,17.978,18.535,18.883,17.777,16.683,15.286,13.152,14.226
3827609827.227,4.721,3.361,3.770,0.000,17.989,18.516,18.832,17.806,16.833,15.298,13.218,14.102
3827609827.237,3.453,1.532,2.781,0.000,17.989,18.516,18.832,17.806,16.833,15.298,13.218,14.102
3827609827.247,3.828,1.240,3.049,0.000,17.974,18.372,18.863,17.864,16.944,15.320,13.183,14.118
3827609827.257,4.840,1.357,2.179,0.000,17.974,18.372,18.863,17.864,16.944,15.320,13.183,14.118
3827609827.267,3.159,1.509,2.680,0.000,17.907,18.515,18.888,17.904,16.894,15.295,13.157,14.093
3827609827.277,3.082,1.673,5.495,0.000,17.907,18.515,18.888,17.904,16.894,15.295,13.157,14.093
3827609827.287,0.409,1.912,1.428,0.000,17.972,18.496,18.925,17.848,16.745,15.194,13.147,14.158
3827609827.297,3.413,1.737,1.599,0.000,17.972,18.496,18.925,17.848,16.745,15.194,13.147,14.158
3827609827.307,3.637,1.082,0.000,0.000,18.014,18.534,18.889,17.798,16.696,15.292,13.185,14.216
3827609827.317,4.097,1.810,1.849,0.000,18.014,18.534,18.889,17.798,16.696,15.292,13.185,14.216
3827609827.327,4.289,2.080,1.560,0.000,17.994,18.504,18.820,17.775,16.848,15.269,13.220,14.122
3827609827.337,2.389,1.832,2.852,0.000,17.994,18.504,18.820,17.775,16.848,15.269,13.220,14.122
3827609827.347,4.080,2.221,3.147,0.000,17.941,18.385,18.866,17.885,16.916,15.302,13.164,14.121
3827609827.357,4.207,1.611,2.429,0.000,17.941,18.385,18.866,17.885,16.916,15.302,13.164,14.121
3827609827.367,3.603,1.385,1.485,0.000,17.934,18.501,18.859,17.931,16.890,15.310,13.138,14.094
3827609827.377,3.656,1.240,2.357,0.000,17.934,18.501,18.859,17.931,16.890,15.310,13.138,14.094
3827609827.387,3.766,0.000,2.149,0.000,17.939,18.523,18.879,17.755,16.741,15.214,13.172,14.153
3827609827.397,3.684,2.779,2.533,0.000,17.939,18.523,18.879,17.755,16.741,15.214,13.172,14.153
3827609827.407,3.335,0.737,3.236,0.000,17.983,18.515,18.859,17.821,16.701,15.293,13.162,14.215
3827609827.417,5.068,1.951,2.038,0.000,17.983,18.515,18.859,17.821,16.701,15.293,13.162,14.215
3827609827.427,3.129,1.998,1.792,0.000,17.957,18.530,18.812,17.845,16.828,15.310,13.196,14.125
3827609827.437,1.137,1.101,2.736,0.000,17.957,18.530,18.812,17.845,16.828,15.310,13.196,14.125
3827609827.447,4.197,2.055,2.647,0.000,17.965,18.381,18.865,17.866,16.929,15.326,13.189,14.135
3827609827.457,4.544,2.883,1.896,0.000,17.965,18.381,18.865,17.866,16.929,15.326,13.189,14.135
3827609827.467,2.821,1.526,3.525,0.000,17.944,18.506,18.869,17.895,16.908,15.327,13.158,14.091
3827609827.477,0.395,1.383,3.469,0.000,17.944,18.506,18.869,17.895,16.908,15.327,13.158,14.091
3827609827.487,3.252,1.334,2.519,0.000,17.939,18.505,18.886,17.810,16.764,15.215,13.164,14.146
3827609827.497,3.277,1.867,1.695,0.000,17.939,18.505,18.886,17.810,16.764,15.215,13.164,14.146
