3827338242.493,18.848197861912396,19.306574779754158,18.686387223297576,19.135768903177073,17.092325522209688,17.17184854882603,13.930981705280441
3827338242.503,18.84729088441574,19.305687850862267,18.686169344855468,19.13914905113785,17.09148085014185,17.172610863705753,13.92482885657088
3827338242.513,18.84648153113191,19.30475722550174,18.685957307830144,19.14165296522895,17.090637622796734,17.173336977275998,13.919112379143852
3827338242.523,18.84574673665205,19.303813164944966,18.68574845678303,19.143470391409664,17.08980072973729,17.17402803194924,13.913691842739102
3827338242.533,18.845053446472157,19.3028435140393,18.685535539459426,19.144761012352802,17.088952427719473,17.174693301435347,13.908780264078887
3827338242.543,18.844414136602662,19.30188298121574,18.68532379949951,19.145547581752247,17.08810021226269,17.175321114721548,13.904687911796707
3827338242.553,18.843825589286865,19.300942010470354,18.685114653987245,19.145892697460148,17.087218715907177,17.175927357870837,13.900139507518167
3827338242.563,18.843284479696376,19.30002750902377,18.68490979573659,19.145850383376253,17.086299832731836,17.176516418426996,13.895989742346625
3827338242.573,18.842785912821952,19.299141395739845,18.684710567785093,19.14546604980436,17.08535148036035,17.177084705949497,13.892227649290948
3827338242.583,18.84232106494138,19.298276217987965,18.684516751702752,19.14476916222465,17.08435424002316,17.177646657127347,13.889018019401329
3827338242.593,18.841882216012664,19.297423768965185,18.684328428309612,19.14377057961068,17.08333818210893,17.17818892773128,13.886199869325697
3827338242.603,18.841473225303275,19.296596925685186,18.68415079647046,19.142497940633216,17.082339039772783,17.178698761402817,13.883518360981457
3827338242.613,18.841082283612735,19.295776801410955,18.683982583254945,19.14093601106596,17.081314487057856,17.17920320472571,13.880926915961703
3827338242.623,18.840707309070698,19.29496243289613,18.683827070944123,19.139082094205854,17.08027967692066,17.179698471433433,13.878571276283353
3827338242.633,18.840349351135632,19.29415937618032,18.683689304580287,19.13695006209044,17.07924937759754,17.180181282688515,13.876181772421939
3827338242.643,18.840006934742565,19.293367655454304,18.68357354126869,19.134547310846287,17.078226641163145,17.180653569667285,13.873985650850106
