3828278490.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278491.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278492.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278493.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278494.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278495.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278496.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278497.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278498.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278499.109,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3828278500.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278501.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278502.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278503.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278504.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278505.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278506.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278507.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278508.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278509.123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278510.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278511.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278512.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278513.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278514.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278515.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278516.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278517.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278518.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278519.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278520.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278521.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278522.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278523.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278524.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278525.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278526.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278527.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278528.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278529.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278530.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278531.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278532.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278533.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278534.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278535.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278536.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278537.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278538.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278539.105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278540.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278541.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278542.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278543.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278544.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278545.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278546.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278547.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278548.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278549.104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278550.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278551.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278552.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278553.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278554.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278555.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278556.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278557.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278558.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278559.106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278560.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278561.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278562.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278563.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278564.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278565.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278566.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278567.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278568.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278569.122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278570.092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278571.092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3828278572.092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
